Label,Tweet,,,,,,,,,,,,,,,,,,
Non_HS,Telaaaakkk nomer satuuuu. Nghahahaha,,,,,,,,,,,,,,,,,,
Non_HS,Lomba adu program,,,,,,,,,,,,,,,,,,
Non_HS,Denger banyak program dan janji dan sering tau pas jadi ga dijalankan rasanya males aja sih.,,,,,,,,,,,,,,,,,,
Non_HS,DEBAT CAGUB DKI ke 3 - 10 Februari 2017 - Segmen 3 Mantap Ahok SKAK Sylviana Murni,,,,,,,,,,,,,,,,,,
Non_HS,Pertanyaan Ibu Silvy rada maksa..,,,,,,,,,,,,,,,,,,
Non_HS,"Tanggal 15, pas pilkada nanti sy gak akan milih siapa-siapa ah!",,,,,,,,,,,,,,,,,,
Non_HS,"Saya pribadi bakal prefer kok muslim dengan kapabilitas, tetapi lihat kondisinya Ahok menjadi pilihan plg realistis buat kemajuan DKI",,,,,,,,,,,,,,,,,,
Non_HS,"Yang mendukung Mas Anies bukan berarti anti Pak Ahok, begitu Pula sebaliknya",,,,,,,,,,,,,,,,,,
Non_HS,Spanduk Tolak Salatkan Pembela Penista Agama juga Muncul di Kalibata,,,,,,,,,,,,,,,,,,
Non_HS,Telak banget anjir ngakak!,,,,,,,,,,,,,,,,,,
Non_HS,Ayo berlomba program jangan fitnah,,,,,,,,,,,,,,,,,,
Non_HS,Akhirnya nggak ngantuk lagi! Yeay!,,,,,,,,,,,,,,,,,,
Non_HS,Duh dibilang ga punya program paslon 1... kesian kesian kesian …,,,,,,,,,,,,,,,,,,
Non_HS,"Tuntut Keadilan Bagi Penista Agama, Puluhan Jawara Betawi Ikuti Aksi 212 Jilid II",,,,,,,,,,,,,,,,,,
Non_HS,Keras nih ahok,,,,,,,,,,,,,,,,,,
Non_HS,Paslon 3 Anies Sandiaga Uno 15 Feb 2017 Utk Jakarta Indonesia Raya OK OCE,,,,,,,,,,,,,,,,,,
Non_HS,Sesuai namanya: RONDE FINAL,,,,,,,,,,,,,,,,,,
Non_HS,"Mendagri Tambah Pusing, Ketika MA Emoh Keluarkan Fatwa Status Gubernur Penista Agama",,,,,,,,,,,,,,,,,,
Non_HS,Tolong adu program,,,,,,,,,,,,,,,,,,
Non_HS,Genderang perang makin kencang,,,,,,,,,,,,,,,,,,
Non_HS,Mpok sylvi udah mulai emosi,,,,,,,,,,,,,,,,,,
Non_HS,Some people gabisa bedain kasar sama tegas.,,,,,,,,,,,,,,,,,,
Non_HS,Beliau para pemimpin hebat Indonesia! Kita bangga,,,,,,,,,,,,,,,,,,
Non_HS,InformasiDKI mungkin bu silvy jg pengen foto sama pak ahok hihihi ,,,,,,,,,,,,,,,,,,
Non_HS, Mulai saling serang deh,,,,,,,,,,,,,,,,,,
Non_HS,baca ini dulu lah biar mendinginkan suasana ,,,,,,,,,,,,,,,,,,
Non_HS,ayo berlomba program jgn pitnah doank..,,,,,,,,,,,,,,,,,,
Non_HS,Pokoknya kalo Ahok udah ngomong: Aduuuuuuh KELAR. ,,,,,,,,,,,,,,,,,,
Non_HS,Senjata makan tuan,,,,,,,,,,,,,,,,,,
Non_HS,Ahok kekerasan verbal? Masa koruptor dielus2 ,,,,,,,,,,,,,,,,,,
Non_HS,Gak ada program yang mau diserang yang diserang karakternya. AHaY!  ,,,,,,,,,,,,,,,,,,
Non_HS,Terkait Jakarta tak Ramah anak apa tanggapan Pak,,,,,,,,,,,,,,,,,,
Non_HS,emang OK OCE anies dan sandi dalam mengatasi urbanisasi dan lapangan kerja ,,,,,,,,,,,,,,,,,,
Non_HS,Suporternya mulai kampungan paslon masih ngomong jg ...... ,,,,,,,,,,,,,,,,,,
Non_HS,Mulai seru ni ,,,,,,,,,,,,,,,,,,
Non_HS, nangis nangis ketonjok lagi,,,,,,,,,,,,,,,,,,
Non_HS,JADI DEBAT TERAKHIR NANTI MALAM PILIHANMU JATUH KE PASLON YANG MANA?,,,,,,,,,,,,,,,,,,
Non_HS,Wkwkwk udah dah pilih Anies Sandi aja :) ,,,,,,,,,,,,,,,,,,
Non_HS,fitnah lebih kejam loh dari pembunuhan ,,,,,,,,,,,,,,,,,,
Non_HS,mari debat sehat. jangan coba pakai data sesat.,,,,,,,,,,,,,,,,,,
Non_HS,"Apapun itu, keberanian Ahok membongkar mafia anggaran menjadi tonggak penting menuju APBD yang kredibel dan akuntabel.",,,,,,,,,,,,,,,,,,
Non_HS,inilah wujud nasionalisme dagangannya pandji ... Hebat!,,,,,,,,,,,,,,,,,,
Non_HS,Pak dosen makin keliatan aslinya :(,,,,,,,,,,,,,,,,,,
Non_HS,Dulu di awal kampanye bukannya uda deklarasi anti SARA??? Tadinya gw pikir no.3 lebih mending dari no.1,,,,,,,,,,,,,,,,,,
Non_HS, mateng mpok Silvy di bombardir Pak Ahok... jawaban cerdas Pak Ahok..,,,,,,,,,,,,,,,,,,
Non_HS, mohon tenang,,,,,,,,,,,,,,,,,,
Non_HS,yang no.1 nih ngomongin hal yang di luar program mulu ya. Ngga ada bhan ya bwt serang lawan.. Cape dehh!,,,,,,,,,,,,,,,,,,
Non_HS,Cinta pak Ahok pokoknya ,,,,,,,,,,,,,,,,,,
Non_HS, nggak cuma ibu2 yang pengen foto sama Ahok bapak2 juga lho,,,,,,,,,,,,,,,,,,
Non_HS,Mas Agus saya akui malam ini....rambut kamu bagus! ,,,,,,,,,,,,,,,,,,
Non_HS,Ahok Janji Berani Tutup Tempat Hiburan Malam yang Jual Narkoba,,,,,,,,,,,,,,,,,,
Non_HS,Agus-Sylvi sisipkan bahasa jawa saat debat,,,,,,,,,,,,,,,,,,
Non_HS,"Ahok udah perhatikan penyandang disabilitas, jauuuh sebelum kandidat lain berjanji",,,,,,,,,,,,,,,,,,
Non_HS,Ahok keren!!! ,,,,,,,,,,,,,,,,,,
Non_HS,Gimana ya Tim Ahok kok makin disudutkan(?) Mungkin karena ini final kali y,,,,,,,,,,,,,,,,,,
Non_HS,Nih fakta buat yang asbun.,,,,,,,,,,,,,,,,,,
Non_HS,Siap-siap meme CCTV.,,,,,,,,,,,,,,,,,,
Non_HS,Nyinyir tingkat nasional ,,,,,,,,,,,,,,,,,,
Non_HS,Drama banget itu :(( ,,,,,,,,,,,,,,,,,,
Non_HS,Ini judulnya Debat atau nyerang paslon 2 ?????? ,,,,,,,,,,,,,,,,,,
Non_HS,Lha kok menyerang gitu ya ,,,,,,,,,,,,,,,,,,
Non_HS,Debat sama berantem beda tipis ,,,,,,,,,,,,,,,,,,
Non_HS,Orang tegas dibilang maki-maki orang -_- ,,,,,,,,,,,,,,,,,,
Non_HS,1 atau 2 perempuan berbeda dengan kaum perempuan,,,,,,,,,,,,,,,,,,
Non_HS,mantap OK OCE anies sandi dalam mengatasi urbanisasi dan lapangan kerja,,,,,,,,,,,,,,,,,,
Non_HS,Ga seru nih. selalu mengungkit masa lalu :). kekerasan Verbal semua pernah lakukan manusia biasa. ,,,,,,,,,,,,,,,,,,
Non_HS,satu perempuan bukan semua perempuan ,,,,,,,,,,,,,,,,,,
Non_HS, Pertanyaan paslon 1 dpt dikategorikan sbg kekerasan dalam debat.,,,,,,,,,,,,,,,,,,
Non_HS,pak maafkan saya. Biarkan malam ini saja saya memposting ujaran kebencian. Hanya malam ini saja pak xoxo ,,,,,,,,,,,,,,,,,,
Non_HS,Semoga Allah memenangkan pak Anies-sandi,,,,,,,,,,,,,,,,,,
Non_HS, non muslim coblos Ahok muslim coblos Djarot. Bagaimana?,,,,,,,,,,,,,,,,,,
Non_HS, *pemimpin harus dapat ciptakan suasana damai tentram dan bukan adu domba atau hasutan,,,,,,,,,,,,,,,,,,
Non_HS,Saya bertanya kepada Bapak Presiden dan Kapolri OK OCE tuh apaan? ,,,,,,,,,,,,,,,,,,
Non_HS,Keliatan banget keberpihakan media ,,,,,,,,,,,,,,,,,,
Non_HS,Bagus nih ilustrasinya ,,,,,,,,,,,,,,,,,,
Non_HS,Ahok terlalu keren :'),,,,,,,,,,,,,,,,,,
Non_HS,isinya timeline twitter cm pilkada.. membosankan sekali..,,,,,,,,,,,,,,,,,,
Non_HS,Mohon tenang mohon tenang ,,,,,,,,,,,,,,,,,,
Non_HS,ah diulang. Jawabannya bisa beda kan? ,,,,,,,,,,,,,,,,,,
Non_HS,Perasaan bukan pertanyaan itu deh yang td dijawab om audionya ga keluar atau ia ya? ,,,,,,,,,,,,,,,,,,
Non_HS,Boleh tinggal di pinggir kali meski bukan tanahnya boleh jualan di pinggir jalan,,,,,,,,,,,,,,,,,,
Non_HS,Sehatkan Warga DKI Melalui Jakarta Berlari Barulah Pembangunan Dapat Sejahterakan Warganya. ,,,,,,,,,,,,,,,,,,
Non_HS,kalau kamu diputuskan pacar tanpa sebab mungkin program OKE OCE bisa jadi solusi nya ,,,,,,,,,,,,,,,,,,
Non_HS,Melibatkan yang paham pada bidangnya untuk duduk bersama memecahkan solusi. Cara kepemimpinan yang cerdas ! ,,,,,,,,,,,,,,,,,,
Non_HS,Justru laki-laki lah yang sering mengalami kekerasan verbal. Berapa kali dirimu dimarahi istrimu..? Ayo ngaku.,,,,,,,,,,,,,,,,,,
Non_HS,Soal gerakan-gerakan ala anies baswedan,,,,,,,,,,,,,,,,,,
Non_HS,Mayoritas warga Jakarta ingin dipimpin Gubernur baru. Emang iya? ,,,,,,,,,,,,,,,,,,
Non_HS,Paslon 1 selalu nyerang paslon 2 ni ,,,,,,,,,,,,,,,,,,
Non_HS,Upaya Anies-Sandi untuk mendukung perempuan menjadi pelaku UKM :) ,,,,,,,,,,,,,,,,,,
Non_HS,Salah satu indikator meningkatnya kualitas hidup warga Jkt adl terus bisa tersenyum seperti Pak Djarot malam ini,,,,,,,,,,,,,,,,,,
Non_HS,Tontonan yang wajib ditunggu sehabis ,,,,,,,,,,,,,,,,,,
Non_HS,"Pak Ahok : penyandang disabilitas bukan hanya mereka, suatu saat kita juga bisa jadi. ",,,,,,,,,,,,,,,,,,
Non_HS,"Saat Jeda, Ahok dan Djarot Sapa Ganjar Pranowo dari Atas Panggung",,,,,,,,,,,,,,,,,,
Non_HS,sayang hyung cuma pencitraan :* wkwk,,,,,,,,,,,,,,,,,,
Non_HS,"Msh inget sm ibu penjual kue di balaikota, cm Pak Ahok yang tau klo si ibu sakit, ibu itu langsung diurus ke rs. Ini bukan pencitraan.",,,,,,,,,,,,,,,,,,
Non_HS,Biar jajan naik sejuta,,,,,,,,,,,,,,,,,,
Non_HS,bio gw belum diganti astagfirullah rusak pencitraan cewe cantik,,,,,,,,,,,,,,,,,,
Non_HS,Ya ampun udh closing statement msh aja commentnya ky gitu ya,,,,,,,,,,,,,,,,,,
Non_HS,Hah uda closing statement?? Cepet bener?? ,,,,,,,,,,,,,,,,,,
Non_HS, kali ini keren.Biasanya ada sesi tanya-jawab Kali ini ada SESI CURHAT,,,,,,,,,,,,,,,,,,
Non_HS,Ketiga paslon gagal menjawab pertanyaan yang jawabannya harus memuji kebaikan paslon lain,,,,,,,,,,,,,,,,,,
Non_HS,Mari berjuang bersama SBYudhoyono utk memenangkan,,,,,,,,,,,,,,,,,,
Non_HS,"Jikapun aparatur bisa dibeli, kyai dan santri oplosan dibeli. Masih ada yng ASLI, siap MELAWAN KETIDAKADILAN",,,,,,,,,,,,,,,,,,
Non_HS,Pasangan mana yang unggul dalam debat kandidat Gubernur-Wagub DKI Jakarta Malam Ini?,,,,,,,,,,,,,,,,,,
Non_HS,"Keberagaman itu datang dr hati terdalam, bukan dr pencitraan",,,,,,,,,,,,,,,,,,
Non_HS,"Membangun bangsa dan negara ini engga cukup dengan metoda pencitraan saja ,tanpa teruji lewat rekam jejak dan integritas tokohnya",,,,,,,,,,,,,,,,,,
Non_HS,"Bersikap baik dan menjaga prilaku di depan umum bukan berarti pencitraan, bukan pula ""menjadi orang lain"".",,,,,,,,,,,,,,,,,,
Non_HS,"Saat jujur, ada yang curiga. Saat berbuat baik, ada yang menuduh pencitraan. Saat bahagia, ada yang iri. Abaikan.",,,,,,,,,,,,,,,,,,
Non_HS,"Umat Islam yang peduli agama mrk, tentu tidak akan tergoda dg trik2 konyol seperti ini, InshaAllah umat Islam sudah sadar",,,,,,,,,,,,,,,,,,
Non_HS,"Anies Baswedan, tak lagi memiliki integritas dan kredibilitas sebagai seorang pemimpin.",,,,,,,,,,,,,,,,,,
Non_HS,Apakah perlu semua berita ahok harus menggunakan penista agama. Misalnya Penista agama sedang kampanye di Jakarta pusat.,,,,,,,,,,,,,,,,,,
Non_HS,"Apakah tidak sadis, jika semua berita tentang ahok, judulnya diawali degan Terdakwa penista agama bukan menggunakan nama?",,,,,,,,,,,,,,,,,,
Non_HS,"kemarin kan ada berita tentang penyakit mengingitis dari Babi, mksd gw apa nyambungnya sama ahok?",,,,,,,,,,,,,,,,,,
Non_HS,artis korea bisa world tour ahmad dhani bisa ?,,,,,,,,,,,,,,,,,,
Non_HS,"ahok di jakarta , daging babi di bali apa hubungan nya ya??",,,,,,,,,,,,,,,,,,
Non_HS,"Ahmad Dhani Bangkrut Ditagih Utang Melalui Video, Mantan Istrinya Jadi Janda Kaya Raya: Hampir setahun berlalu",,,,,,,,,,,,,,,,,,
Non_HS,"Ahmad Dhani Sentil AHOK, eh Sandiaga Uno cengar cengir melalui",,,,,,,,,,,,,,,,,,
Non_HS,Hehhee.. Makanya jangan mengagumi sesorng berlebihan.. Kecuali kepada Rasulullah.. ,,,,,,,,,,,,,,,,,,
Non_HS,acara uda abis menurut kalian debat sapa yang betul-betul memaparkan prog dan solusi?,,,,,,,,,,,,,,,,,,
Non_HS,Mereka (koruptor) meletakkan kitab suci ditempat paling rendah...tapi masih sok jadi pemilik kapling surga…,,,,,,,,,,,,,,,,,,
Non_HS,Woww dukungan Rakyat Palestina ke Ahok yang dituduhSbg penista Agama ?? mrk Mengelu2kan Ahok !!!Ahok is The Best,,,,,,,,,,,,,,,,,,
Non_HS,Pencitraan di socmed itu boleh-boleh aja. Tapi harus bisa tanggung jawab sama citra yang udh dibikin. Jangan sampe jadi malu-maluin. Kasian.,,,,,,,,,,,,,,,,,,
Non_HS,Kasus Kicauan Ahmad Dhani Dilimpahkan ke Polres Metro Jakarta Selatan.,,,,,,,,,,,,,,,,,,
Non_HS,Komplit banget yaaaa..... Heran nya msh aja yang percaya dan idolain dia,,,,,,,,,,,,,,,,,,
Non_HS,bagaimana keadilan bisa tercipta jika si penista agama belum di vonis penjara,,,,,,,,,,,,,,,,,,
Non_HS,"Bro.. Kalau yang dimaksud Fatwa Penista agama, MUI gak pernah mengeluarkan Fatwa.",,,,,,,,,,,,,,,,,,
Non_HS,Sidang hari ini makin menguatkan bahwa Ahok bukan penista agama.. Ada yang bisa bantah??,,,,,,,,,,,,,,,,,,
Non_HS,"Sebut Ahok Bukan Akademisi, Ahmad Dhani: Secara Intelektual, Lebih Intelek Bang Anies",,,,,,,,,,,,,,,,,,
Non_HS,"yang melakukan Penista Agama sesungguhnya, agama yang suci digunakan alat untuk mengejar jabatan (kekuasaan)",,,,,,,,,,,,,,,,,,
Non_HS,"Kalah di Pilkada Bekasi, Ahmad Dhani Jadi Juru Kampanye Pasangan Anies-Sandi",,,,,,,,,,,,,,,,,,
Non_HS,Bravo closing statement Anies malam ini.kalau nggak ada debat saya nggak mungkin nonton mata najwa sudah lama tidak suka.,,,,,,,,,,,,,,,,,,
Non_HS,"jawaban terakhir Anis jadi bikin ingat jawaban dia pas debat kemarin, ""jawaban anda menarik tapi tidak nyambung""",,,,,,,,,,,,,,,,,,
Non_HS,"buzzer ahok lagi kerja keras nih,.ayo kerja2 tar gajian ga turun",,,,,,,,,,,,,,,,,,
Non_HS,kerendahan hati dan lawan kerendahan hati kelihatan banget..,,,,,,,,,,,,,,,,,,
Non_HS,kok gaya pak anies baswedan kayak SBY ya?,,,,,,,,,,,,,,,,,,
Non_HS,"kenyataannya si anis nyaman banget dengan isu sara kok , kan nguntungin anis , pura2 sok bijak pdhl menikmati isu sara ,",,,,,,,,,,,,,,,,,,
Non_HS,nyesel liat debat tidak bermutu cuma bisa mencela..,,,,,,,,,,,,,,,,,,
Non_HS,kesimpulan: Saya tidak rela punya Gub seorg Anies dan sy percaya Ahok akan menang. Salam 2 jari.,,,,,,,,,,,,,,,,,,
Non_HS,ahoker panas dingin ahok kalah debat Sama Anis.,,,,,,,,,,,,,,,,,,
Non_HS,Ada yang tahu ga backsound penutup mata najwa ini siapa musisinya dan apa judulnya?,,,,,,,,,,,,,,,,,,
Non_HS,"ahok apapun hanya Utk rakyat, p anies tkt dicurangi... Ngerti bedanya..",,,,,,,,,,,,,,,,,,
Non_HS,"mantapppp Mata Najwa diskusi lebih hidup dan mendidik,,, jauh berkualitas di banding debat yang selenggarakan KPU",,,,,,,,,,,,,,,,,,
Non_HS,"mbak najwa..ayo ""ketengah"" lagi sedikit..jgn terlihat ke kiri, dengan meminta terus pak anies cpt2 menyelesaikan kalimat2nya..",,,,,,,,,,,,,,,,,,
Non_HS,"Dan soal soal ribut-ribut pribumi vs non pribumi yang ramai di beranda saya itu, sebenarnya maksudnya apa? ikut...",,,,,,,,,,,,,,,,,,
Non_HS,"Sedih liat pak anies saat ini, tokoh yang dulu saya kagumi kenapa jadi seperti ini ;') ",,,,,,,,,,,,,,,,,,
Non_HS,Awal bisanya cm serang pribadi gak ada program yang perlu dibanggakan ,,,,,,,,,,,,,,,,,,
Non_HS,Gimana nih om pasti ikut gedeg juga kan dengerin retorika ga ada wawasan. Tapi gimana udah terlanjur ya. ,,,,,,,,,,,,,,,,,,
Non_HS,Haduhhhh Pak Anies.. Terus pendukung anda yang didatengin ke Jakarta itu dari mana pak? Dari luar jakarta kan ,,,,,,,,,,,,,,,,,,
Non_HS,Haha anies pendemo2 dr jawa barat kok ga ngomen. Takut kalah ya haha ,,,,,,,,,,,,,,,,,,
Non_HS, pak uno habis 62M istrinya ga marah ya pak? Saya mo beli sepatu 300rb aja istri saya marah2 pak,,,,,,,,,,,,,,,,,,
Non_HS," jangan suka menyerang, ini bukan perang,. mengapa ingin ibadah harus menyerang orang..",,,,,,,,,,,,,,,,,,
Non_HS," Paslon 3 serang terus dengan membawa2 hal2 yang biasa menyerang, tp Paslon 2 tenang menjawabnya",,,,,,,,,,,,,,,,,,
Non_HS,"Aahhh akuh sedih, akuh org depok ternyata ngga boleh ke jakarta pak mANIES jahattttt ",,,,,,,,,,,,,,,,,,
Non_HS," saludd utk mata najwa, berbobot sekali perdebatan malam ini..",,,,,,,,,,,,,,,,,,
Non_HS,Jadilah orang yang bertanggung jawab atas segala tindakan anda. dengan demikian anda akan menuai hal yang positif.,,,,,,,,,,,,,,,,,,
Non_HS,"Menurut Anda, apakah Dugaan Penistaan Agama dengan Terdakwa murni isyu Pilkada DKI Jakarta atau murni demi Islam???",,,,,,,,,,,,,,,,,,
Non_HS,Semua kejujuran akan mendapatkan pahala dari surga. Sabar ya Pak Basuki,,,,,,,,,,,,,,,,,,
Non_HS," terima kasih telah memberikan pendidikan demokrasi pada rakyat Indonesia, khususnya Jakarta.",,,,,,,,,,,,,,,,,,
Non_HS,jangan ada keberpihakan dalam badan hukum karena itu akan merusak demokrasi,,,,,,,,,,,,,,,,,,
Non_HS,"Jika lo bisa menceritakan kembali kalimat2 yang dilontarkan Anies dengan bahasa lo sendiri, lo luar biasa. ",,,,,,,,,,,,,,,,,,
Non_HS,"kalau liat sosmed, Pak Ahok menang telak. Namun sayang, hanya kata-kata manis lah yang diserap beberapa warga kecil. ",,,,,,,,,,,,,,,,,,
Non_HS,Seharusnya mah basuki sudah bebas ya kan?,,,,,,,,,,,,,,,,,,
Non_HS,"Kenapa debat ini, Ahok makin keliatan diatas angin ya. Kliatan dia sangat menguasai problem solusi tata kelola Jakarta.",,,,,,,,,,,,,,,,,,
Non_HS,Kalau lihat Ahok itu kayak lihat power rangers merah,,,,,,,,,,,,,,,,,,
Non_HS,Kesimpulan. Ahok spt biasa fokus detail ke program. Anies terlalu fokus menjatuhkan lawan ,,,,,,,,,,,,,,,,,,
Non_HS,"pertunjukan yang sangat membuat saya serius dan gak mau diganggu, selamat untuk pak anies baswedan buat gagasan nya ",,,,,,,,,,,,,,,,,,
Non_HS,Jangan berpihak...melayani rakyat dengan sepenuh hati..Tuhan yang memberi kekuasaan.. Tuhan yang mengambil..-ahok,,,,,,,,,,,,,,,,,,
Non_HS,Pak Ahok jangan blunder dong Pak..dari tadi udah bagus. Pertanyaannya komitmen menerima hasil kontestasi. ,,,,,,,,,,,,,,,,,,
Non_HS,Kiranya Jakarta semakin baik. Selamat berjuang buat Pak Ahok dan Pak Anies ! ,,,,,,,,,,,,,,,,,,
Non_HS,Masihkah Ahoker debat soal program? Jlebb.. KO kena uppercut Anies soal KJP. Pergubnya blm di rubah..,,,,,,,,,,,,,,,,,,
Non_HS,Semua penganut agama harus dapet hak yang sama - Ahok ,,,,,,,,,,,,,,,,,,
Non_HS,"Aku heran kenapa ilklan kampanye yang terbaru itu begitu, ini aku loh yang bingung bkn akuang,asiang, atau amin",,,,,,,,,,,,,,,,,,
Non_HS,Abis nyoblos streaming video perkembangan Pilkada 2017,,,,,,,,,,,,,,,,,,
Non_HS,muslim sedang diuji di negara yang mayoritas Islam..semoga kita smua bisa bersabar dan menahan utk tidak berbicara kasar sbg balasan,,,,,,,,,,,,,,,,,,
Non_HS,"Pak Anies, inget, apa yang kau tabur itu yang akan kau tuai nanti... jadi takut sendiri :"") ",,,,,,,,,,,,,,,,,,
Non_HS,Bagaimana metode penarikan sampel hitung cepat yang dilakukan Litbang Kompas dlm Pilkada DKI Jakarta 2017? Simak disini,,,,,,,,,,,,,,,,,,
Non_HS,"mending diem aja pak semua pergerakanmu pasti disalahkan, kalau wktunya menang ntar juga menang…",,,,,,,,,,,,,,,,,,
Non_HS,Perbincangan menarik di Quick Count Pilkada 2017 bersama.,,,,,,,,,,,,,,,,,,
Non_HS,Bersyukur menutup kampanye hari ini dengan berdoa agar PILKADA DKI Jakarta pada 15 Februari 2017 berjalan dengan lancar,,,,,,,,,,,,,,,,,,
Non_HS,Julia Perez Kecewa Gagal Nyoblos Pilkada DKI 2017 di TPS 15 RSCM,,,,,,,,,,,,,,,,,,
Non_HS,Disediakan Ambulans untuk Pasien Mencoblos pada Pilkada DKI 2017,,,,,,,,,,,,,,,,,,
Non_HS,Saya bertanya apakah saya memang tak boleh ikut Pilkada 2017? Apakah saya kehilangan hak saya yang dijamin konstitusi?,,,,,,,,,,,,,,,,,,
Non_HS,Ya Allah! Anis dan Sandi bakal jadi Gubernur DKI Jakarta terpilih di tahun ini,,,,,,,,,,,,,,,,,,
Non_HS,Domisili gue di Jakpus bela-belain ke TPS yang berlokasi di Jakbar dengan bermodal e-KTP buat ikutan Pilkada 2017.,,,,,,,,,,,,,,,,,,
