Label,Tweet,,,,,,,,,,,,,,,,,,
HS,Mbak Sylviana please Anda sehat? #DebatFinalPilkadaJKT #perjuanganbelumselesai,,,,,,,,,,,,,,,,,,
HS,Nomor 1 sok tau lagi lansung di skak wkwkwk #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
HS,Ayoo jaga keutuhan NKRI!!! Tangkap Penista Agama!!! #StopKriminalisasiUlama ,,,,,,,,,,,,,,,,,,
HS,"@Lupuz0503: Terlihat salah satu pendukung mafia koruptor dan penista agama, para gerombolan BANCI TITOT lakukan bidikan ke arah",,,,,,,,,,,,,,,,,,
HS,tobat yuk sebelum terlambat. biar gerombolan JIL aja yang kita doakan konsisten bela kekafiran hingga akhir hayat,,,,,,,,,,,,,,,,,,
HS,"Ya Allah Jika Mereka Menempuh Cara2 Curang utk Memenangkan Si Penista Agama, Engkau Kirimkanlah MALAIKAT MAUT Utk menyeles",,,,,,,,,,,,,,,,,,
HS,Kebanyakan fitnah nih mpok silvy #DebatFinalPilkadaJKT #Gue2,,,,,,,,,,,,,,,,,,
HS,"FPI: Pendukung Ahok kalah jumlah, dengan izin Allah kita gusur Gubernur koruptor dan penista agama ",,,,,,,,,,,,,,,,,,
HS,#JakartaBanjir Pemimpinnya gak punya akhlak yang baik... PENISTA AGAMA. ,,,,,,,,,,,,,,,,,,
HS,"tapi twit begini asik lo, kita jadi tau yang mana akun-akun pro-penista agama, akun-akun buzzer yang kerjanya menghujat :)",,,,,,,,,,,,,,,,,,
HS,@DivHumasHansip: ahoker siap bela penista agama ,,,,,,,,,,,,,,,,,,
HS,sepertinya CUCUnya DAJJAL telah hadir,,,,,,,,,,,,,,,,,,
HS,"Mereka Siang MALAM Maki2 Ulama Kita, Nongkrongi Medsos Ulama2 Bela PENISTA Agama yang SOMBONGNYA Minta AMPUN.",,,,,,,,,,,,,,,,,,
HS,Ada apa dengan mayoritas etnis China di DKI?Mengapa begitu solid mendukung penista agama Islam?Dendam?Tidak nasionalis?,,,,,,,,,,,,,,,,,,
HS,Mukanya mpo Silvy Asem bangett ngakak kena deh abis jahat sih #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
HS,@tempodotco gara2 belain terdakwa penista agama jadi remek semua. Sukurin,,,,,,,,,,,,,,,,,,
HS,"Sekumpulan Teman Penista Agama tidak ada empati buat korban banjir, hanya koar2 memuji junjunganya",,,,,,,,,,,,,,,,,,
HS,PENJARAKAN PENISTA AGAMA !!! ATAU @jokowi TURUN !!! ,,,,,,,,,,,,,,,,,,
HS,"Si penista agama, Jaga mulut aja gabisa apalagi jaga jkt?",,,,,,,,,,,,,,,,,,
HS,Ahok : program paslon no. 1 ini programnya ngambang | yaiyalah pakkk gak ada program diaa cma ada celaan #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
HS,Akui saja Ahok dan Djarot kalian gagal atasi banjir.Orang kena banjir anda sibuk sidang kasus penista agama,,,,,,,,,,,,,,,,,,
HS,Iyaa... Ahog Ngak pantes jadi pemimpin.. Pantesnya penista agama dipenjarakan!!! ,,,,,,,,,,,,,,,,,,
HS,Overdosis @Metro_TV membela penista agama. ,,,,,,,,,,,,,,,,,,
HS,"Kaga masuk diakal kite kalo suara seorang penista agama yang dah dikutuk ame umat islam suara nye bisa tinggi, emang sengaja ditinggiin tuh",,,,,,,,,,,,,,,,,,
HS,Pantasan di pecat dr menteri...data2 aj ngawur dan memkasakan betul..hahaha #AhokPastiTumbang #paslon3 #pilgubdki,,,,,,,,,,,,,,,,,,
HS,Penjarakan ahoax penista agama atau jokowi turun.#KonsolidasiDewanPKB,,,,,,,,,,,,,,,,,,
HS,"Napa dibiarin tim si penista agama maen curang maren, emang sengaja dibiarin biar ntar digaplok umat islam rame2 se jakarta tuh penista",,,,,,,,,,,,,,,,,,
HS,Hahahahhahaa silvy ohh silvy cacingan amat loe ahhh wkwkwkwkwkk #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
HS,"Ahok Taik. \""MENFITNAH\"". Emang lu tukang caci maki perempuannn!! Asuuu #AhokPastiTumbang #DebatFinalPilkadaJKT",,,,,,,,,,,,,,,,,,
HS,#AhokPastiTumbang fakta di bilang fitnah #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
HS,"Shame on you silvy !! Ga malu fitnah?? Tuh rasain pak ahok panas, skak mat #DebatFinalPilkadaJKT",,,,,,,,,,,,,,,,,,
HS,Bu silvi anti pns level rendah katanya #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
HS,Hanya Orang Islam Yang Bodoh dan Goblok Yang Memilik Ahok! #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
HS,"@DivHumasHansip: fitnah FPI pecah adalah ulah ahoker yang melihat elektabilitas ahok tinggal 10%,mereka kelojotan melihat MUI+NU+Muhammadi",,,,,,,,,,,,,,,,,,
HS,Norak banget iklan mantan mendikbud @aniesbaswedan ini. Tambah gak respech.. inilah tenun kebangsaan yang dia maksud.,,,,,,,,,,,,,,,,,,
HS,"yang nebar kebencian itu ahok mbak,masa mbak gak tau sih sampai dia jadi terdakwa loh @AnizzahGedrun",,,,,,,,,,,,,,,,,,
HS,pertanyaan dari Bu Sylvi gak mutu amat. #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
HS,Huuu sylvi tak tahu apa-apa asal ngoceh #NobarAhokDjarot #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
HS,Sylvi keliatan bloonnya #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
HS, Ahoax penista agama kembali mengolok olok surat AL-MAIDAH 51. Cc @Dahnilanzar,,,,,,,,,,,,,,,,,,
HS,#JakartaBanjir Pemimpinnya gak punya akhlak yang baik... PENISTA AGAMA.,,,,,,,,,,,,,,,,,,
HS,#DebatFinalPilkadaJKT mati kau hok,,,,,,,,,,,,,,,,,,
HS,yang ga punya program bisanya cuma fitnah. Ciri Orang yang demen ngambil kjp kontan #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
HS,Mpok silvi nyinyir melulu pertanyaan nya tapi sayang sesat! Maklum sih dese emakemak! #DebatFinalDKI #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
HS,@jpnncom hahaha jelas2 buat pilkada dasar polisi made in cina pelindung penista agama,,,,,,,,,,,,,,,,,,
HS,Kurangnya pemberdayaan wanita DKI Jakarta bisa dilihat dari telaknya perbedaan warna muka dan warna tangan mpok sylvi #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
HS,Agus silvy Tukang Fitnah #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
HS,#DebatFinalPilkadaJKT yaudah gus sini kalo ga sakit secara fisik daripada verbal gw gebukin lo rame2,,,,,,,,,,,,,,,,,,
HS,Keluarga kita gak ada yang maling coyy gak perlu trauma kaleeeee emang kluarga ente?,,,,,,,,,,,,,,,,,,
HS,JG KAITKAN JOKOWI DENGAN AHOK KATA JOHAN BUDI. KATA KAMI. SEBAB JOKOWI ANJING. SEDANGKAN AHOK BABI. YA JELAS BERBEDA. WALAUPUN OTAKNYA SAMA,,,,,,,,,,,,,,,,,,
HS,Bajingan lu silvy #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
HS,"Hasil Akhir, Menyatakan @jokowi Melindungi Ahok TERDAKWA PENISTA AGAMA !!!",,,,,,,,,,,,,,,,,,
HS,Selepas banjir Jakarta 212 Pendukung Ahok mengganti narasi doa. Semua demi keuntungan Sang Penista Agama,,,,,,,,,,,,,,,,,,
HS,Tionghoa katanya kaya? Kok pada putus sekolah? Kebanyakan dugem?,,,,,,,,,,,,,,,,,,
HS,Gusur Ahok demi Indonesia. Teladan buruk pembangkangan hukum dan anti kemanusiaan di Jakarta jangan tertular ke daerah. #CoblosPecinya,,,,,,,,,,,,,,,,,,
HS,"BUAT AHOKER YANG TAKUT MATINYA GG DISHOLATIN , TENANG ADA ABU JANDA UST GADUNGAN yang SIAP SHOLATIN AHOKER & JOKOWER",,,,,,,,,,,,,,,,,,
HS,Mampuuss ! Di tembak dalem banget silvyy .. lo urusin tuh dapurr ! Gak punya program demennya nyerang terus !!! #gue2 #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
HS,Anjir baru kali ini lihat orang bego mau debat pilkada. Kerjanya nyerang karakter. Shame on you mpok silvy and agus. #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
HS,Uang Taipan tuh. Nanti dibayar dengan ratusan penggusuran biadab oleh Ahok.,,,,,,,,,,,,,,,,,,
HS,CINA ASU ,,,,,,,,,,,,,,,,,,
HS,"Ketika ngomong, Sylvi keliatan oke. Tapi begitu didebat Ahok, Sylvi langsung kekuatan goblok.",,,,,,,,,,,,,,,,,,
HS,"Jangankan Banjir, Tuhan aja Dilawan Sama Ahok #JakartaBanjir Tapi Jakarta hari Ini Bukan Banjir, Hanya GENANGAN.",,,,,,,,,,,,,,,,,,
HS,ADA PEMIMPIM PRIBUMI knp pilih PEMIMPIN IMPOR yang g BERADAB tukang BERBOHONG yuk PRIBUMIKAN DKI milik BANGSA IND @Gemacan70 @TerorisSocmed,,,,,,,,,,,,,,,,,,
HS,Karna dia ga punya program hanya modal bacot doang,,,,,,,,,,,,,,,,,,
HS,Pendukung berarti dia bagian dr penista agama tersebut!!! Dukung gerakan ini 100%,,,,,,,,,,,,,,,,,,
HS,Narkoba yang paling berbahaya adalah ILUSI KESUCIAN AHOK SANG PENISTA.,,,,,,,,,,,,,,,,,,
HS,@tribunnews emang ahok siapa?? Orang penting?? Dia hanya penista agama!!,,,,,,,,,,,,,,,,,,
HS,cina mah duitnya dari hasil maling di Indonesia di balikin lgi berkedok invest plus bawa gembel2 & napi dari Cina negeri nenek moyang ahok,,,,,,,,,,,,,,,,,,
HS,"Tangkap Ahok @basuki_btp sekarang juga, koruptor reklamasi Jakarta dan penista Agama Islam.",,,,,,,,,,,,,,,,,,
HS,keliatan banget bego nya mpok silvy and agus. #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
HS,"yang Ahokers, Klo gak seneng ama cuitan gw silahkan unfollow karena gw Anti AHOK (Si Penista Agama Islam)",,,,,,,,,,,,,,,,,,
HS,AGAMA DI NISTAKAN! ULAMA DI LECEHKAN!! Ini Alasannya #HaramPemimpinKafir,,,,,,,,,,,,,,,,,,
HS,Cara serang Ahok : Kafir galak,,,,,,,,,,,,,,,,,,
HS,@umnia77 @ruhutsitompul @sahal_as anjing2 ahok.kaum babi lo bnyk bacot.mnding duel sma gw.,,,,,,,,,,,,,,,,,,
HS,Ahok memang verbalnya keras. Pelampiasan dan pelarian karena kelelakiannya lunak.,,,,,,,,,,,,,,,,,,
HS,"yang maling itu kan china2 babi BLBI , korupsi nya triliunan , termasuk si AHok korupsi 2 triliun..",,,,,,,,,,,,,,,,,,
HS,Mimpi djan farid jakarta lebih islami dari aceh jika ahok terpilih itu ibarat babi merindukan halal,,,,,,,,,,,,,,,,,,
HS,@KompasTV @ridwankamil ridwal kamil memang hebat dan top nggak kaya ahok tukang penista agama dan koruptor,,,,,,,,,,,,,,,,,,
HS,@TPK_RI ITULAH si ahok kutil babi,,,,,,,,,,,,,,,,,,
HS,Dasar si Kutil babi ahok memang Tukang Bohong. selain Bohong ahok jg biasa Menyalahkan yang lain menutupi Kegagalan nya . contoh soal banjir,,,,,,,,,,,,,,,,,,
HS,@PonkEcha @Fahrihamzah Si Terdakwa Penista Agama Alias Si Ahok Babi Jamban tuh yang Morfotin Uang Rakyat Jakarta,,,,,,,,,,,,,,,,,,
HS,"Om...Ahoknya...Mana Om,Katanya Si BABi Ahok Bisa Ngatasi Banjir...Om...BABi jangan Membual Om...?!!?",,,,,,,,,,,,,,,,,,
HS,kenapa anak babi jalan nya nunduk???karena malu liat ulah bapak nya yang ngebelain ahok..,,,,,,,,,,,,,,,,,,
HS,Perilaku Si BABI @jokoanwar ini memang benci dengan hal berbau Islam. Cocok dengan Ahok. @SiBonekaKayu,,,,,,,,,,,,,,,,,,
HS,@budimandjatmiko ahok si kutil babi kembali ke rumah lembang kenapa jakarta jadi banjir bud?,,,,,,,,,,,,,,,,,,
HS,"#jujur orang cerdas dan pintar pilih orang imam dan mampu memimpin ..bisa sholat...bisa ngaji..santun, sopan..tidak seperti babi kafir ahok",,,,,,,,,,,,,,,,,,
HS,Teman Ahok emank TAI. apalagi pemimpinnya kek BABI! @temanahok,,,,,,,,,,,,,,,,,,
HS,"Mana para babi ahok yang ngejek onta, biar di injek2 ama onta",,,,,,,,,,,,,,,,,,
HS,@gotcancer2 bukannya stigma babi itu milik tuhan elu si ahok kafir,,,,,,,,,,,,,,,,,,
HS,Kampungan ya pendukung AHY ,,,,,,,,,,,,,,,,,,
HS,"@Ananda_harahaP udah lu jangan panik gitu. ahok si kutil babi bakal tumbang kok di putaran kedua. teruskan cuapcuap mu di sosmed, gak ngaruh.",,,,,,,,,,,,,,,,,,
HS,"ahok tidak layak seperti manusia, dia lebih tepat seperti babi yang tidak punya akal pikiran dan jiwa manusiawi",,,,,,,,,,,,,,,,,,
HS,@haloJakarta Ahok (BTP) Basuki Tai Babi,,,,,,,,,,,,,,,,,,
HS,"@yusuf_dumdum yang ada, cacimaki penista agama tapi ternyata ketauan poligami ngumpet2. Apa mau digituin? Saya sih ogah.",,,,,,,,,,,,,,,,,,
HS,"@adichandramang2 @CummaRachel @korban_gusur iya , trump memang penista agama atau anti islam emang hubungannya dengan anis apa?",,,,,,,,,,,,,,,,,,
HS,@adichandramang2 Ada aseng KOPLO pembela si PENISTA AGAMA yang durjana nyuruh org lain ngaji!,,,,,,,,,,,,,,,,,,
HS,"@bayprio Itulah kebodohan para penista agama, sudah saatnya pilih pemimpin yang mengerjakan shalat 5 waktu",,,,,,,,,,,,,,,,,,
HS,@iwanfals pilih Anis sandi doong..jangan pilih si penista agama pemecah NKRI,,,,,,,,,,,,,,,,,,
HS,"@posmetroinfo Emang terdakwa penista agama, salahnya dimana coba, kl yang biasa bikin hoax metrotipu aman2 aja tuh dewan peres",,,,,,,,,,,,,,,,,,
HS,@RamadanMalka Pamor RK jadi seakan tak ada artinya jika parpol pengusungnya pendukung penista agama...,,,,,,,,,,,,,,,,,,
HS,@RestySeterah si ahok pantasnya dinobatkan sbgai Babi ngepret,,,,,,,,,,,,,,,,,,
HS,"@roninpribumi @dewanpers yang salah itu mereka menulis TERDAKWA PENISTA AGAMA,coba klo ditulis BAGINDA YANG MULIA pasti ga masalah..cuih..",,,,,,,,,,,,,,,,,,
HS,Faktanya Cina2 parasit tuh ngotot belain si penista Agama @PradanaBhakti @IrianaPasirua @PutraSumedang18 @khoirulilham12 @ronavioleta,,,,,,,,,,,,,,,,,,
HS,jokowi ratu adil apaan..??? dia ga ada keturunan darah biruadanya DARAH KOTOR cina babi..!!! https://t.co/JtwFRRdLF4,,,,,,,,,,,,,,,,,,
HS,Keren nih apps kawal TPS .. Yuk gabung buat pastikan cagub terdakwa penista Agama lebih cepat diantar kehabitatnya,,,,,,,,,,,,,,,,,,
HS,"Kalau lo gak tau apa-apa ya jangan berkoar sembarangan dong, keliatan banget kalau lo itu beneran bego :)) #FuckYou",,,,,,,,,,,,,,,,,,
HS,@AHMADDHANIPRAST ahmad dhani yang terhormat paling babi paling anjing aing kontol paling lonte tungu saat nya karier mu akan habis!!!!,,,,,,,,,,,,,,,,,,
HS,"Kang @ridwankamil ,fakta hari ini,partai pendukung si penista agama sangat dibenci rakyat,termasuk rakyat Jabar. https://t.co/b2WetyvrbZ",,,,,,,,,,,,,,,,,,
HS,"plis jangan sok kecantikan selalu pacarin artis2 yang lagi meletek, jijik gw liatnya",,,,,,,,,,,,,,,,,,
HS,"paling mau muntah liat lagak nya @AHMADDHANIPRAST, jadi orang sok iye banget hoek",,,,,,,,,,,,,,,,,,
HS,@Metro_TV kalau boleh saya ngomong ingin saya katakan ahmad dhani monyet babi anjing. tapi itu tidak boleh,,,,,,,,,,,,,,,,,,
HS,"perempuan kaya lo mending mati aja deh, jelek aja, gausa sok jadi make up artist!",,,,,,,,,,,,,,,,,,
HS,"ahmad dhani itu borok, sampah, babi, anjing. Saya adalah orang pertama yang sangat muak liat muka dhani dan saya berbangga.",,,,,,,,,,,,,,,,,,
HS,Lah emang sdh jelas2 si ahok terdakwa penista agama. Malu woy! https://t.co/2K0HlMpR9t,,,,,,,,,,,,,,,,,,
HS,"Keputusan ERKA hari ini harus kita HORMATI, begitupun sebaliknya KAMI tidak akan memilih partai pendukung PENISTA AGAMA.",,,,,,,,,,,,,,,,,,
HS,Lupakan @ridwankamil biarkan karam dg kapal munafiknya. kita bangun jabar dg kapal yang bersih. Delete partai pendukung penista agama dari hati,,,,,,,,,,,,,,,,,,
HS,Masalah dunia dan masalah nafsu ya kang @ridwankamil . Kata2 kok bersayap kayak burung hantu. https://t.co/mwClbkU4sT,,,,,,,,,,,,,,,,,,
HS,Penista Agama menjadi Santri Kehormatan.Yang kasih ini ke ahok otaknya perlu direparasi.Demi Pulkada nama Santri yang baik kailan jual belikan,,,,,,,,,,,,,,,,,,
HS,"Payah banget @ridwankamil maju Jabar1 pakai partai Nasdem pendukung penista agama, ente lagi butuh uang ya kang? Payah loe!!",,,,,,,,,,,,,,,,,,
HS,"polisi yang jadi imam sholat ini adalah seorang penista agama, bodoh, BERISLAM cuma ikut2an. COPOT KAPOLRES JAKBAR !! https://t.co/s2h2Ybrthm",,,,,,,,,,,,,,,,,,
HS,"GAK HABIS PIKIR??? TINGGAL NUNGGU ADZAB ALLAH NIH NEGERI,,,, PEMIMPINNYA SDH DZALIM https://t.co/UmZK4bTyi4",,,,,,,,,,,,,,,,,,
HS,"Sini lu, kami enggak mau kampung kami didatangi sama penista agama, https://t.co/1z3MtHs9ck",,,,,,,,,,,,,,,,,,
HS,"SETUJU SAYA,KLAU AHOK DAPAT GELAR SANTRI KEHORMATAN.... TAPI SANTRI KEHORMATAN BABI.... https://t.co/uD16d7Gwhd",,,,,,,,,,,,,,,,,,
HS,Senang dong ada yang fans mati sampai lupa kalau dia bego banget https://t.co/ctJFC5a8Zz,,,,,,,,,,,,,,,,,,
HS,@AHMADDHANIPRAST LO TUH BABI ANJING. Mampus kalah jatuh miskin deh #bekasisah,,,,,,,,,,,,,,,,,,
HS,@bayprio : Si AHOAK @basuki_btp CINA ANJING KAFIR PENISTA AGAMA ISLAM....!!!,,,,,,,,,,,,,,,,,,
HS,"@AHMADDHANIPRAST aku katakan anjing kpd ahmad dani, boleh....aku katakan babi kpd ahmad dhani, boleh...",,,,,,,,,,,,,,,,,,
HS,"@Bisniscom haha memaki untuk melawan mah harus, drpd ditindas pemimpin munafik melindungi penista agama, dll. Agama no 1 (islam), taubat rot",,,,,,,,,,,,,,,,,,
HS,"@Anakran63208433 @5ec4a1e80d3c48c @aniesbaswedan pikiran anak bani kampret g beda jauh sma penista agama. Penfitnah, Penipu Dan Garong..",,,,,,,,,,,,,,,,,,
HS,@Gemacan70 itu yang cewe pake kerudung ngapain ya? Setiap kali konfrensi pers ada aja.. Pencitraan Islami kaliiii... Bwahaha..!!,,,,,,,,,,,,,,,,,,
HS,@republikaonline spt ahok dulu .. nasdem disusul dg cs nya .. yang mendukung paslon penista agama dan tukang caci maki tai tai ..,,,,,,,,,,,,,,,,,,
HS,@topan_julian1 kalo mecin jangan dijadiin cemilan mangkannya kang. Jadi begonya bego banget.,,,,,,,,,,,,,,,,,,
HS,@ulinyusron cm didoain kalau saya mah ketemu si penista agama langsung saya ceburin laut yang direklamasi ijin sembunyi2 buat tumbal reklamasi,,,,,,,,,,,,,,,,,,
HS,"@ymerdeka33 @ach_qodr @basuki_btp cabe2an bisa nya hanya bbm.n facrbook.n!! Masalah politik mana tau doi, tau nya berita2 sampah pencitraan",,,,,,,,,,,,,,,,,,
HS,INI MANUSIA APA ANJING MATI-MATIAN RELA JADI MURTADZ DEMI BABI AHOK KAFIR. https://t.co/2XXN5CFdVM,,,,,,,,,,,,,,,,,,
HS,"ini semua berawal dari AHOK JAMBAN yang dibela aparat, para kristen serta china kafir yang lain semakin berani menghi https://t.co/qUutkrlsP3",,,,,,,,,,,,,,,,,,
HS,"Kami lebih resah anda jd presiden!!!! hidup anda penuh drama dan pencitraan, main FTV aja joko judulnya https://t.co/T2BUgLTnUO",,,,,,,,,,,,,,,,,,
HS,"Mana bisa percya lagi,sdgkan induknya penista smp skrg lum ditahan tp malah dibela. https://t.co/Oc1vGdX0Z4",,,,,,,,,,,,,,,,,,
HS,Mari seluruh Muslim CYBER Army mulai skrg ganti semua sebutan A....K menjadi Terdakwa Penista Agama !,,,,,,,,,,,,,,,,,,
HS,"Orang Islam lebih suka si HOAX penista agama, menjaga lisan dan tindakan dari hal-hal yang merusak hubungan... https://t.co/FLhW31wXdU",,,,,,,,,,,,,,,,,,
HS,#Nomor2Koruptor negeri para korup diasuh cino babi https://t.co/wJXalyPxPn,,,,,,,,,,,,,,,,,,
HS,Hajar bleh hanya untuk bela #Nomor2Koruptor...cuihhhhhh https://t.co/o4nnZBkNYS,,,,,,,,,,,,,,,,,,
HS,@RakyatBiasa1945 Ada CEBONG GENDHENG NGAMUK2 belain si HOMO PENISTA AGAMA!! HAHAHA @OshMuslim @RebusKentang @m3g4,,,,,,,,,,,,,,,,,,
HS,@RizieqSyihabFPI tolol itu banyak yang bela penista agama walau sudah tersangka,,,,,,,,,,,,,,,,,,
HS,Orang punya saksi anjing dikasus babi.. Tolol https://t.co/ssePg5FCXm,,,,,,,,,,,,,,,,,,
HS,Si Ahok kampret emang gak becus kerja. Pencitraan mlulu tuh si Ahok kampret. https://t.co/yM5ViOFvpc,,,,,,,,,,,,,,,,,,
HS,"Tanda2 kiamat x yak, masih banyak aja orang muslim yang mengingkari Al-Quran dan pilih Penista Agama. #Nomor2Koruptor #Nomor2Koruptor",,,,,,,,,,,,,,,,,,
HS,"#JanganMauDibohongiAhok sebab Ahok Sumber Kekacauan Politik, Ramaikan Aski 313 FIGHT!! https://t.co/WOBxlxvZnx",,,,,,,,,,,,,,,,,,
HS,#MataNajwaDebatJakarta Anies anda SADIS. Topengmu terbuka lebar malam ini. Biar warga DKI yang menilai...apa yang anda katakan adalah PENGECUT,,,,,,,,,,,,,,,,,,
HS,Anies congornya aja gede. Realisasinya gak ada. Janji terus dari awal bisanya paling korupsi. Balik jadi dosen aja bangsat.,,,,,,,,,,,,,,,,,,
HS,"#MataNajwaDebatJakarta Hebatnya, Ahok masih mau salaman loh sm Pak Anies yang Amat terhormat. Idih gw sih ogah.",,,,,,,,,,,,,,,,,,
HS,#MataNajwaDebatJakarta kalau untuk urusan bacot memang anis nya juaranya..memang kita bakal makan bacot di jakarta..haha..paslon yang aneh gede bacot doang.,,,,,,,,,,,,,,,,,,
HS,#MataNajwaDebatJakarta pak anies banyak omdo dulu waktu jd menteri terobosannya apa?? skrg ngomong ky sok Jago bgt,,,,,,,,,,,,,,,,,,
HS,#MataNajwaDebatJakarta si Cina Babi ahok bloon banget. Sok pinter banget lagi. Asal bukan Ahok,,,,,,,,,,,,,,,,,,
HS,#MataNajwaDebatJakarta lucu banget jawaban ahok.. gak nyambung. Ditanya apa di jawab apa. Kena skak mat d pertanyaan isu agama tdi. Dasar cina tolol hahaha,,,,,,,,,,,,,,,,,,
HS,#MataNajwaDebatJakarta topeng anda hari ini fix terbuka @aniesbaswedan .. anda sama dengan yang mendukung anda.. BAU BUSUK,,,,,,,,,,,,,,,,,,
HS,"#MataNajwaDebatJakarta Pak Anies suka nyinyir, suka memutar balik kan fakta, ga punya program yang jelas bisanya jelekkan kinerja pak Basuki",,,,,,,,,,,,,,,,,,
HS,Babi... iya memang si Ahok gak jauh kayak Babi..,,,,,,,,,,,,,,,,,,
HS,Si tengkuk babi sipit bangke agen dajjal mau jadi onta hahaha. Orang waras juga tau kasus ahok dipaksakan!!,,,,,,,,,,,,,,,,,,
HS,itu kan kata ahok kafir..umat islam anti ahok karena ahok itu kafr ditambah ahok itu cina yang suka makan babi & bir,,,,,,,,,,,,,,,,,,
