Label,Tweet,,,,,,,,,,,,,,,,,,
Non_HS,Sylvie sukses blunder bikin paslon 1 drop elektabilitasnya dengan fitnah dan spin salah pilih kader #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,Ahok: mari berlomba program #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,#DebatFinalPilkadaJKT aduh... Kecewa pertanyaan paslon 1....,,,,,,,,,,,,,,,,,,
Non_HS,#DebatFinalPilkadaJKT Saya pilih nomor 1. Sektor informal akan dimajukan mas Agus dan Mpok Sylvi.,,,,,,,,,,,,,,,,,,
Non_HS,Ahok pilihan terbaik untuk Jakarta,,,,,,,,,,,,,,,,,,
Non_HS,#DebatFinalPilkadaJKT Bu Silvy curhat karena pernah dimarahi sama Pak Ahok...hehe..,,,,,,,,,,,,,,,,,,
Non_HS,Mantap pak AHOK #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,Ahok gagah kaya gatot kaca! #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,Telaaaakkk nomer satuuuu. Nghahahaha #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,Lomba adu program #DebatFinalPilkadaJKT #SkakSilvi,,,,,,,,,,,,,,,,,,
Non_HS,#DebatFinalPilkadaJKT Denger banyak program dan janji dan sering tau pas jadi ga dijalankan rasanya males aja sih.,,,,,,,,,,,,,,,,,,
Non_HS,DEBAT CAGUB DKI ke 3 - 10 Februari 2017 - Segmen 3 Mantap Ahok SKAK Sylviana Murni\n\n#DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,Pertanyaan Ibu Silvy rada maksa.. #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,"Tanggal 15, pas pilkada nanti sy gak akan milih siapa-siapa ah!",,,,,,,,,,,,,,,,,,
Non_HS,"Saya pribadi bakal prefer kok muslim dengan kapabilitas, tetapi lihat kondisinya Ahok menjadi pilihan plg realistis buat kemajuan DKI",,,,,,,,,,,,,,,,,,
Non_HS,"Yang mendukung Mas Anies bukan berarti anti Pak Ahok, begitu Pula sebaliknya",,,,,,,,,,,,,,,,,,
Non_HS,Spanduk Tolak Salatkan Pembela Penista Agama juga Muncul di Kalibata https:\/\/t.co\/Sr1PbYtigN,,,,,,,,,,,,,,,,,,
Non_HS,#DebatFinalPilkadaJKT Telak banget anjir ngakak!,,,,,,,,,,,,,,,,,,
Non_HS,Ayo berlomba program jangan fitnah2 #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,Akhirnya nggak ngantuk lagi! Yeay! #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,Duh dibilang ga punya program paslon 1... kesian kesian kesian ... #debatfinalpilkadajkt,,,,,,,,,,,,,,,,,,
Non_HS,"Tuntut Keadilan Bagi Penista Agama, Puluhan Jawara Betawi Ikuti Aksi 212 Jilid II https:\/\/t.co\/HWVuoZyYov",,,,,,,,,,,,,,,,,,
Non_HS,Keras nih ahok #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,Paslon 3 Anies Sandiaga Uno 15 Feb 2017 Utk Jakarta Indonesia Raya OK OCE,,,,,,,,,,,,,,,,,,
Non_HS,Sesuai namanya: RONDE FINAL\n\n#DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,"Mendagri Tambah Pusing, Ketika MA Emoh Keluarkan Fatwa Status Gubernur Penista Agama https:\/\/t.co\/J34aMQiMNi",,,,,,,,,,,,,,,,,,
Non_HS,Tolong adu program,,,,,,,,,,,,,,,,,,
Non_HS,Genderang perang makin kencang #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,Mpok sylvi udah mulai emosi \ud83d\ude02\n #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,Some people gabisa bedain kasar sama tegas. #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,Beliau para pemimpin hebat Indonesia! Kita bangga https:\/\/t.co\/NAWbps9Xpt https:\/\/t.co\/5cC2U9AIEv,,,,,,,,,,,,,,,,,,
Non_HS,@InformasiDKI mungkin bu silvy jg pengen foto sama pak ahok hihihi #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,#DebatFinalPilkadaJKT Mulai saling serang deh,,,,,,,,,,,,,,,,,,
Non_HS,baca ini dulu lah biar mendinginkan suasana #DebatFinalPilkadaJKT https:\/\/t.co\/Em9GCKc4qe,,,,,,,,,,,,,,,,,,
Non_HS,ayo berlomba program jgn pitnah doank.. #DebatFinalPilkadaJKT #BadjaPastimenang,,,,,,,,,,,,,,,,,,
Non_HS,Pokoknya kalo Ahok udah ngomong: Aduuuuuuh KELAR. #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,Senjata makan tuan #DebatFinalPilkadaJKT #DebatFinalDKI,,,,,,,,,,,,,,,,,,
Non_HS,Ahok kekerasan verbal? Masa koruptor dielus2 #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,Gak ada program yang mau diserang yang diserang karakternya. AHaY! \ud83d\ude02 #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,Terkait Jakarta tak Ramah anak apa tanggapan Pak @aniesbaswedan https:\/\/t.co\/ufA55UWBcI,,,,,,,,,,,,,,,,,,
Non_HS,emang OK OCE anies dan sandi dalam mengatasi urbanisasi dan lapangan kerja #DebatFinalPilkadaJKT https:\/\/t.co\/BrCeCZSkux,,,,,,,,,,,,,,,,,,
Non_HS,Suporternya mulai kampungan paslon masih ngomong jg ...... #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,Mulai seru ni #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,#DebatFinalPilkadaJKT nangis nangis ketonjok lagi,,,,,,,,,,,,,,,,,,
Non_HS,JADI DEBAT TERAKHIR NANTI MALAM PILIHANMU JATUH KE PASLON YANG MANA? #DebatFinalPilkadaJKT #Debat3PilkadaDKI,,,,,,,,,,,,,,,,,,
Non_HS,Wkwkwk udah dah pilih Anies Sandi aja :) #DebatFinalPilkadaJKT https:\/\/t.co\/hMXhjyHBnJ,,,,,,,,,,,,,,,,,,
Non_HS,fitnah lebih kejam loh dari pembunuhan #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,mari #debatsehat. jangan coba pakai #datasesat. #DebatFinalPilkadaJKT #DebatFinalDiKompasTV,,,,,,,,,,,,,,,,,,
Non_HS,"Apapun itu, keberanian Ahok membongkar mafia anggaran menjadi tonggak penting menuju APBD yang kredibel dan akuntabel.",,,,,,,,,,,,,,,,,,
Non_HS,inilah wujud nasional-is-me dagangannya @pandji ... hebat! https:\/\/t.co\/0fYIG6c2xl,,,,,,,,,,,,,,,,,,
Non_HS,Pak dosen makin keliatan aslinya :(,,,,,,,,,,,,,,,,,,
Non_HS,Dulu di awal kampanye bukannya uda deklarasi anti SARA??? Tadinya gw pikir no.3 lebih mending dari no.1,,,,,,,,,,,,,,,,,,
Non_HS,#DebatFinalPilkadaJKT mateng mpok Silvy di bombardir Pak Ahok... jawaban cerdas Pak Ahok..,,,,,,,,,,,,,,,,,,
Non_HS,#DebatFinalPilkadaJKT mohon tenang,,,,,,,,,,,,,,,,,,
Non_HS,yang no.1 nih ngomongin hal yang di luar program mulu ya. Ngga ada bhan ya bwt serang lawan.. Cape dehh! #DebatFinalDKI #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,Cinta pak Ahok pokoknya #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,#DebatFinalPilkadaJKT nggak cuma ibu2 yang pengen foto sama Ahok bapak2 juga lho,,,,,,,,,,,,,,,,,,
Non_HS,Mas Agus saya akui malam ini....rambut kamu bagus! #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,Ahok Janji Berani Tutup Tempat Hiburan Malam yang Jual Narkoba,,,,,,,,,,,,,,,,,,
Non_HS,Agus-Sylvi sisipkan bahasa jawa saat debat https:\/\/t.co\/fGTfXgaINx,,,,,,,,,,,,,,,,,,
Non_HS,"Ahok udah perhatikan penyandang disabilitas, jauuuh sebelum kandidat lain berjanji #NobarAhokDjarot #BadjaPastiJuara",,,,,,,,,,,,,,,,,,
Non_HS,Ahok keren!!! #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,Gimana ya Tim Ahok kok makin disudutkan(?) Mungkin karena ini final kali y,,,,,,,,,,,,,,,,,,
Non_HS,Nih fakta buat yang asbun. #BadjaPastimenang #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,Siap-siap meme CCTV. #DebatFinalPilkadaJKT #Debat3PilkadaDKI #DebatFinalDKI,,,,,,,,,,,,,,,,,,
Non_HS,Nyinyir tingkat nasional #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,Drama banget itu :(( #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,Ini judulnya Debat atau nyerang paslon 2 ?????? #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,Lha kok menyerang gitu ya #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,Debat sama berantem beda tipis #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,Orang tegas dibilang maki-maki orang -_- #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,1 atau 2 perempuan berbeda dengan kaum perempuan #DebatFinalPilkadaJK,,,,,,,,,,,,,,,,,,
Non_HS,mantap OK OCE anies sandi dalam mengatasi urbanisasi dan lapangan kerja,,,,,,,,,,,,,,,,,,
Non_HS,Ga seru nih. selalu mengungkit masa lalu :). kekerasan Verbal semua pernah lakukan manusia biasa. #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,satu perempuan bukan semua perempuan #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,#DebatFinalPilkadaJKT Pertanyaan paslon 1 dpt dikategorikan sbg kekerasan dalam debat.,,,,,,,,,,,,,,,,,,
Non_HS,@jokowi pak maafkan saya. Biarkan malam ini saja saya memposting ujaran kebencian. Hanya malam ini saja pak xoxo #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,Semoga Allah memenangkan pak Anies-sandi https:\/\/t.co\/sns0rXRw3f,,,,,,,,,,,,,,,,,,
Non_HS,#DebatFinalPilkadaJKT non muslim coblos Ahok muslim coblos Djarot. Bagaimana?,,,,,,,,,,,,,,,,,,
Non_HS,#DebatFinalPilkadaJKT *pemimpin harus dapat ciptakan suasana damai tentram dan bukan adu domba atau hasutan,,,,,,,,,,,,,,,,,,
Non_HS,Saya bertanya kepada Bapak Presiden dan Kapolri OK OCE tuh apaan? #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,Keliatan banget keberpihakan media #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,Bagus nih ilustrasinya #DebatFinalPilkadaJKT https:\/\/t.co\/zAQLqrBiUF,,,,,,,,,,,,,,,,,,
Non_HS,Ahok terlalu keren :'),,,,,,,,,,,,,,,,,,
Non_HS,isinya timeline twitter cm pilkada.. membosankan sekali..,,,,,,,,,,,,,,,,,,
Non_HS,Mohon tenang mohon tenang #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,ah diulang. Jawabannya bisa beda kan? #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,Perasaan bukan pertanyaan itu deh yang td dijawab om @aniesbaswedan audionya ga keluar atau ia ya? #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,Boleh tinggal di pinggir kali meski bukan tanahnya boleh jualan di pinggir jalan,,,,,,,,,,,,,,,,,,
Non_HS,Sehatkan Warga DKI Melalui #JakartaBerlari Barulah Pembangunan Dapat Sejahterakan Warganya. #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,kalau kamu diputuskan pacar tanpa sebab mungkin program OKE OCE bisa jadi solusi nya #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,Melibatkan yang paham pada bidangnya untuk duduk bersama memecahkan solusi. Cara kepemimpinan yang cerdas ! #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,Justru laki-laki lah yang sering mengalami kekerasan verbal. Berapa kali dirimu dimarahi istrimu..? Ayo ngaku.,,,,,,,,,,,,,,,,,,
Non_HS,Soal gerakan-gerakan ala @aniesbaswedan #PeriksaData #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,Mayoritas warga Jakarta ingin dipimpin Gubernur baru. Emang iya? #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,Paslon 1 selalu nyerang paslon 2 ni #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,Upaya Anies-Sandi untuk mendukung perempuan menjadi pelaku UKM :) #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,Salah satu indikator meningkatnya kualitas hidup warga Jkt adl terus bisa tersenyum seperti Pak Djarot malam ini,,,,,,,,,,,,,,,,,,
Non_HS,Tontonan yang wajib ditunggu sehabis #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,"Pak Ahok : penyandang disabilitas bukan hanya mereka, suatu saat kita juga bisa jadi. #DebatFinalPilkadaJKT",,,,,,,,,,,,,,,,,,
Non_HS,"Saat Jeda, Ahok dan Djarot Sapa Ganjar Pranowo dari Atas Panggung",,,,,,,,,,,,,,,,,,
Non_HS,@Boojaee sayang hyung cuma pencitraan :* wkwk,,,,,,,,,,,,,,,,,,
Non_HS,"@kurawa Msh inget sm ibu penjual kue di balaikota, cm Pak Ahok yang tau klo si ibu sakit, ibu itu langsung diurus ke rs. Ini bukan pencitraan.",,,,,,,,,,,,,,,,,,
Non_HS,Biar jajan naik sejuta https://t.co/veZ5PXxDfr,,,,,,,,,,,,,,,,,,
Non_HS,bio gw belum diganti astagfirullah rusak pencitraan cewe cantik,,,,,,,,,,,,,,,,,,
Non_HS,#MataNajwaDebatJakarta Ya ampun udh closing statement msh aja commentnya ky gitu ya,,,,,,,,,,,,,,,,,,
Non_HS,Hah uda closing statement?? Cepet bener?? #DebatFinalPilkadaJKT,,,,,,,,,,,,,,,,,,
Non_HS,#DebatFinalPilkadaJKT kali ini keren.Biasanya ada sesi tanya-jawab Kali ini ada SESI CURHAT,,,,,,,,,,,,,,,,,,
Non_HS,Ketiga paslon gagal menjawab pertanyaan yang jawabannya harus memuji kebaikan paslon lain,,,,,,,,,,,,,,,,,,
Non_HS,Mari berjuang bersama SBYudhoyono utk memenangkan #SaduddinDhani di #PilkadaKabBekasi2017 #BekasiSAH #BekasiBerjaya,,,,,,,,,,,,,,,,,,
Non_HS,"Jikapun aparatur bisa dibeli, kyai dan santri oplosan dibeli. Masih ada yng ASLI, siap MELAWAN KETIDAKADILAN https://t.co/riloAH9gAd",,,,,,,,,,,,,,,,,,
Non_HS,Pasangan mana yang unggul dalam debat kandidat Gubernur-Wagub DKI Jakarta Malam Ini?,,,,,,,,,,,,,,,,,,
Non_HS,"Keberagaman itu datang dr hati terdalam, bukan dr pencitraan #Tetap3 #JKTBeragam",,,,,,,,,,,,,,,,,,
Non_HS,"Membangun bangsa dan negara ini engga cukup dengan metoda pencitraan saja ,tanpa teruji lewat rekam jejak dan integritas tokohnya",,,,,,,,,,,,,,,,,,
Non_HS,"Bersikap baik dan menjaga prilaku di depan umum bukan berarti pencitraan, bukan pula ""menjadi orang lain"".",,,,,,,,,,,,,,,,,,
Non_HS,"Saat jujur, ada yang curiga. Saat berbuat baik, ada yang menuduh pencitraan. Saat bahagia, ada yang iri. Abaikan.",,,,,,,,,,,,,,,,,,
Non_HS,"Umat Islam yang peduli agama mrk, tentu tidak akan tergoda dg trik2 konyol seperti ini, InshaAllah umat Islam sdh sadar https://t.co/PFH1MPsKFO",,,,,,,,,,,,,,,,,,
Non_HS,"#AniesIntoleran \nAnies Baswedan, tak lagi memiliki integritas dan kredibilitas sebagai seorang pemimpin. https://t.co/rv053Gt4j8",,,,,,,,,,,,,,,,,,
Non_HS,@agusriyadi12345 Apakah perlu semua berita ahok harus menggunakan penista agama. Misalnya Penista agama sedang kampanye di Jakarta pusat.,,,,,,,,,,,,,,,,,,
Non_HS,"@agusriyadi12345 Apakah tidak sadis, jika semua berita tentang ahok, judulnya diawali degan Terdakwa penista agama bukan menggunakan nama?",,,,,,,,,,,,,,,,,,
Non_HS,"@Altefalken kemarin kan ada berita tentang penyakit mengingitis dari Babi, mksd gw apa nyambungnya sama ahok?",,,,,,,,,,,,,,,,,,
Non_HS,@ISejunnie @AHMADDHANIPRAST artis korea bisa world tour ahmad dhani bisa ?,,,,,,,,,,,,,,,,,,
Non_HS,"@HaqueMarissa ,, ahok di jakarta , daging babi di bali apa hubungan nya ya??",,,,,,,,,,,,,,,,,,
Non_HS,"Ahmad Dhani Bangkrut Ditagih Utang Melalui Video, Mantan Istrinya Jadi Janda Kaya Raya: Hampir setahun berlalu, https://t.co/22InRwRR26",,,,,,,,,,,,,,,,,,
Non_HS,"Ahmad Dhani Sentil AHOK, eh Sandiaga Uno cengar cengir.!: https://t.co/vhDAAa3ShI melalui @YouTube",,,,,,,,,,,,,,,,,,
Non_HS,Hehhee.. Makanya jangan mengagumi sesorng berlebihan.. Kecuali kepada Rasulullah.. https://t.co/ZXVB2DiRMg,,,,,,,,,,,,,,,,,,
Non_HS,#MataNajwaDebatJakarta acara uda abis menurut kalian debat sapa yang betul-betul memaparkan prog dan solusi?,,,,,,,,,,,,,,,,,,
Non_HS,Mereka (koruptor) meletakkan kitab suci ditempat paling rendah...tapi masih sok jadi pemilik kapling surga... https://t.co/oj5YN3WBeI,,,,,,,,,,,,,,,,,,
Non_HS,Woww dukungan Rakyat Palestina ke Ahok yang dituduhSbg penista Agama ?? mrk Mengelu2kan Ahok !!!Ahok is The Best https://t.co/,,,,,,,,,,,,,,,,,,
Non_HS,Pencitraan di socmed itu boleh-boleh aja. Tapi harus bisa tanggung jawab sama citra yang udh dibikin. Jangan sampe jadi malu-maluin. Kasian.,,,,,,,,,,,,,,,,,,
Non_HS,Kasus Kicauan Ahmad Dhani Dilimpahkan ke Polres Metro Jakarta Selatan. https://t.co/uJ0m7JernN,,,,,,,,,,,,,,,,,,
Non_HS,Komplit banget yaaaa..... Heran nya msh aja yang percaya dan idolain dia https://t.co/PNTYRAnaJO,,,,,,,,,,,,,,,,,,
Non_HS,bagaimana keadilan bisa tercipta jika si penista agama belum di vonis penjara\n #BerjamaahTolakReklamasi,,,,,,,,,,,,,,,,,,
Non_HS,"Bro.. Kalau yang dimaksud Fatwa Penista agama, MUI gak pernah mengeluarkan Fatwa. https://t.co/x9uXhqJKCa",,,,,,,,,,,,,,,,,,
Non_HS,Sidang hari ini makin menguatkan bahwa Ahok bukan penista agama.. Ada yang bisa bantah?? \nhttps://t.co/2Ksj4snR1t,,,,,,,,,,,,,,,,,,
Non_HS,"Sebut Ahok Bukan Akademisi, Ahmad Dhani: Secara Intelektual, Lebih Intelek Bang Anies https://t.co/YrzfmMV1LG",,,,,,,,,,,,,,,,,,
Non_HS,"yang melakukan Penista Agama sesungguhnya, agama yang suci digunakan alat untuk mengejar jabatan (kekuasaan) https://t.co/hKvZIpm8ZS",,,,,,,,,,,,,,,,,,
Non_HS,"Kalah di Pilkada Bekasi, Ahmad Dhani Jadi Juru Kampanye Pasangan Anies-Sandi https://t.co/oIZpN8hYnd #NenengYes https://t.co/FGOhKhXWxt",,,,,,,,,,,,,,,,,,
Non_HS,#MataNajwaDebatJakarta Bravo closing statement Anies malam ini.kalau nggak ada debat saya nggak mungkin nonton mata najwa sdh lama tidak suka.,,,,,,,,,,,,,,,,,,
Non_HS,"#MataNajwaDebatJakarta jawaban terakhir Anis jadi bikin ingat jawaban dia pas debat kemarin, ""jawaban anda menarik tapi tidak nyambung""",,,,,,,,,,,,,,,,,,
Non_HS,"#MataNajwaDebatJakarta buzzer ahok lagi kerja keras nih,.ayo kerja2 tar gajian ga turun",,,,,,,,,,,,,,,,,,
Non_HS,#MataNajwaDebatJakarta kerendahan hati dan lawan kerendahan hati kelihatan banget..,,,,,,,,,,,,,,,,,,
Non_HS,#MataNajwaDebatJakarta kok gaya pak @aniesbaswedan kayak SBY ya?,,,,,,,,,,,,,,,,,,
Non_HS,"#MataNajwaDebatJakarta kenyataannya si anis nyaman banget dengan isu sara kok , kan nguntungin anis , pura2 sok bijak pdhl menikmati isu sara ,",,,,,,,,,,,,,,,,,,
Non_HS,#MataNajwaDebatJakarta nyesel liat debat tidak bermutu cuma bisa mencela..,,,,,,,,,,,,,,,,,,
Non_HS,#MataNajwaDebatJakarta.kesimpulan: Saya tidak rela punya Gub seorg Anies dan sy percaya Ahok akan menang. Salam 2 jari.,,,,,,,,,,,,,,,,,,
Non_HS,@ibnusungeb ahoker panas dingin ahok kalah debat Sama Anis. #MataNajwaDebatJakarta,,,,,,,,,,,,,,,,,,
Non_HS,Ada yang tahu ga backsound penutup mata najwa ini siapa musisinya dan apa judulnya? #MataNajwaDebatJakarta,,,,,,,,,,,,,,,,,,
Non_HS,"#MataNajwaDebatJakarta p ahok apapun hanya Utk rakyat, p anies tkt dicurangi... Ngerti bedanya..",,,,,,,,,,,,,,,,,,
Non_HS,"@MataNajwa mantapppp Mata Najwa diskusi lebih hidup dan mendidik,,, jauh berkualitas di banding debat yang selenggarakan KPU",,,,,,,,,,,,,,,,,,
Non_HS,"@MataNajwa mbak najwa..ayo ""ketengah"" lagi sedikit..jgn terlihat ke kiri, dengan meminta terus pak anies cpt2 menyelesaikan kalimat2nya..",,,,,,,,,,,,,,,,,,
Non_HS,"Dan soal soal ribut-ribut pribumi vs non pribumi yang ramai di beranda saya itu, sebenarnya maksudnya apa? ikut...",,,,,,,,,,,,,,,,,,
Non_HS,"Sedih liat pak anies saat ini, tokoh yang dulu saya kagumi kenapa jadi seperti ini ;') #MataNajwaDebatJakarta",,,,,,,,,,,,,,,,,,
Non_HS,Awal sp akhir @aniesbaswedan bisanya cm serang pribadi @basuki_btp gak ada program yang perlu dibanggakan #MataNajwaDebatJakarta,,,,,,,,,,,,,,,,,,
